DATE,RAINFALL
12/11/2019,T
13/11/2019,79.4
14/11/2019,6.8
15/11/2019,T
16/11/2019,5.8
17/11/2019,8.8
18/11/2019,0
19/11/2019,0
20/11/2019,0
21/11/2019,0
22/11/2019,2.4
23/11/2019,2.2
24/11/2019,0
25/11/2019,5
26/11/2019,0
27/11/2019,0
28/11/2019,7.5
29/11/2019,T
30/11/2019,0
01/12/2019,5
02/12/2019,265.4
03/12/2019,15
04/12/2019,0.5
05/12/2019,2.4
06/12/2019,0.2
07/12/2019,0
08/12/2019,7.3
09/12/2019,1
10/12/2019,2.5
11/12/2019,T
12/12/2019,0.2
13/12/2019,0
14/12/2019,0.8
15/12/2019,2.2
16/12/2019,0
17/12/2019,2.8
18/12/2019,0
19/12/2019,0
20/12/2019,T
21/12/2019,T
22/12/2019,0
23/12/2019,0.2
24/12/2019,19
25/12/2019,29
26/12/2019,20.4
27/12/2019,0.2
28/12/2019,0
29/12/2019,0
30/12/2019,0.2
31/12/2019,T
01/01/2020,T
02/01/2020,8
03/01/2020,5
04/01/2020,3.8
05/01/2020,2.4
06/01/2020,35.9
07/01/2020,19.2
08/01/2020,T
09/01/2020,0
10/01/2020,0
11/01/2020,0
12/01/2020,0
13/01/2020,0
14/01/2020,0
15/01/2020,0.6
16/01/2020,52.4
17/01/2020,8.2
18/01/2020,0.8
19/01/2020,0
20/01/2020,0
21/01/2020,0
22/01/2020,0
23/01/2020,5.2
24/01/2020,45.6
25/01/2020,16.9
26/01/2020,0
27/01/2020,0
28/01/2020,0
29/01/2020,0
30/01/2020,0
31/01/2020,T
01/02/2020,0
02/02/2020,0
03/02/2020,0
04/02/2020,0
05/02/2020,0
06/02/2020,7.1
07/02/2020,0.8
08/02/2020,T
09/02/2020,4.4
10/02/2020,0
11/02/2020,T
12/02/2020,1
13/02/2020,0
14/02/2020,0
15/02/2020,0
16/02/2020,0
17/02/2020,0
18/02/2020,1.2
19/02/2020,3
20/02/2020,6.2
21/02/2020,9.1
22/02/2020,1.2
23/02/2020,1.2
24/02/2020,0
25/02/2020,0
26/02/2020,0
27/02/2020,0
28/02/2020,0
29/02/2020,0
01/03/2020,0
02/03/2020,0
03/03/2020,0
04/03/2020,0
05/03/2020,0
06/03/2020,93.1
07/03/2020,9.5
08/03/2020,0
09/03/2020,0
10/03/2020,0
11/03/2020,0
12/03/2020,0
13/03/2020,0
14/03/2020,0
15/03/2020,0
16/03/2020,7.6
17/03/2020,5.2
18/03/2020,0
19/03/2020,0
20/03/2020,0
21/03/2020,0
22/03/2020,0
23/03/2020,0
24/03/2020,0
25/03/2020,0
26/03/2020,0
27/03/2020,0
28/03/2020,0
29/03/2020,-
30/03/2020,-
31/03/2020,0
01/04/2020,0
02/04/2020,0
03/04/2020,1.2
04/04/2020,0
05/04/2020,0
06/04/2020,0
07/04/2020,0
08/04/2020,0
09/04/2020,0
10/04/2020,0
11/04/2020,0
12/04/2020,2.2
13/04/2020,0
14/04/2020,0
15/04/2020,0
16/04/2020,0
17/04/2020,0.5
18/04/2020,0
19/04/2020,0
20/04/2020,0
21/04/2020,0
22/04/2020,T
23/04/2020,1.5
24/04/2020,0
25/04/2020,0
26/04/2020,0
27/04/2020,0
28/04/2020,0
29/04/2020,9.2
30/04/2020,0.2
01/05/2020,7.2
02/05/2020,26.9
03/05/2020,14.5
04/05/2020,0.6
05/05/2020,0
06/05/2020,0
07/05/2020,0
08/05/2020,0
09/05/2020,0
10/05/2020,1.8
11/05/2020,0
12/05/2020,0
13/05/2020,2
14/05/2020,154.4
15/05/2020,1.8
16/05/2020,0
17/05/2020,0
18/05/2020,0.6
19/05/2020,0.4
20/05/2020,0
21/05/2020,0.2
22/05/2020,0
23/05/2020,0
24/05/2020,0
25/05/2020,0
26/05/2020,0
27/05/2020,0
28/05/2020,0
29/05/2020,0
30/05/2020,0
31/05/2020,0
01/06/2020,1.2
02/06/2020,0
03/06/2020,0
04/06/2020,0
05/06/2020,0
06/06/2020,0
07/06/2020,T
08/06/2020,0
09/06/2020,0.6
10/06/2020,35.5
11/06/2020,32.6
12/06/2020,12.5
13/06/2020,1.5
14/06/2020,1
15/06/2020,0
16/06/2020,0
17/06/2020,0
18/06/2020,8
19/06/2020,1
20/06/2020,0
21/06/2020,0
22/06/2020,0
23/06/2020,0
24/06/2020,21.6
25/06/2020,5
26/06/2020,1
27/06/2020,T
28/06/2020,56.7
29/06/2020,0
30/06/2020,3.5
01/07/2020,0
02/07/2020,0
03/07/2020,10.2
04/07/2020,14.2
05/07/2020,5.3
06/07/2020,3.6
07/07/2020,0
08/07/2020,0
09/07/2020,0
10/07/2020,T
11/07/2020,0
12/07/2020,0
13/07/2020,7
14/07/2020,0
15/07/2020,0
16/07/2020,0
17/07/2020,3
18/07/2020,0
19/07/2020,0
20/07/2020,0
21/07/2020,1
22/07/2020,0
23/07/2020,3.5
24/07/2020,0
25/07/2020,0
26/07/2020,0.2
27/07/2020,7.5
28/07/2020,30.6
29/07/2020,5.4
30/07/2020,10.2
31/07/2020,2.8
01/08/2020,5.8
02/08/2020,0
03/08/2020,T
04/08/2020,55.8
05/08/2020,1.2
06/08/2020,0
07/08/2020,36
08/08/2020,2
09/08/2020,0
10/08/2020,0
11/08/2020,1
12/08/2020,0
13/08/2020,15.4
14/08/2020,17.5
15/08/2020,T
16/08/2020,7
17/08/2020,28.8
18/08/2020,34.1
19/08/2020,50.6
20/08/2020,0
21/08/2020,0
22/08/2020,3
23/08/2020,0
24/08/2020,0
25/08/2020,0
26/08/2020,0
27/08/2020,0
28/08/2020,1.1
29/08/2020,0.4
30/08/2020,9.2
31/08/2020,T
01/09/2020,0
02/09/2020,0
03/09/2020,0
04/09/2020,0
05/09/2020,0
06/09/2020,19.3
07/09/2020,0
08/09/2020,2.2
09/09/2020,9
10/09/2020,0.6
11/09/2020,38.8
12/09/2020,4.4
13/09/2020,T
14/09/2020,23
15/09/2020,10.6
16/09/2020,44
17/09/2020,0.4
18/09/2020,0
19/09/2020,0
20/09/2020,0.2
21/09/2020,0.2
22/09/2020,0.4
23/09/2020,24.2
24/09/2020,59.2
25/09/2020,5.6
26/09/2020,0
27/09/2020,1.8
28/09/2020,22.6
29/09/2020,5.8
30/09/2020,26
01/10/2020,6.5
02/10/2020,0
03/10/2020,21.2
04/10/2020,8.5
05/10/2020,T
06/10/2020,14.5
07/10/2020,3.4
08/10/2020,9.3
09/10/2020,53
10/10/2020,51.4
11/10/2020,13
12/10/2020,8
13/10/2020,52.2
14/10/2020,26.6
15/10/2020,52.5
16/10/2020,0.2
17/10/2020,0
18/10/2020,5
19/10/2020,39.9
20/10/2020,55.7
21/10/2020,8.7
22/10/2020,0
23/10/2020,30.6
24/10/2020,34
25/10/2020,200.4
26/10/2020,23
27/10/2020,T
28/10/2020,23.8
29/10/2020,4.5
30/10/2020,2.3
31/10/2020,191.2
01/11/2020,153.6
02/11/2020,0
03/11/2020,2.8
04/11/2020,1
05/11/2020,0.2
06/11/2020,T
07/11/2020,32.2
08/11/2020,0
09/11/2020,T
10/11/2020,69.2
11/11/2020,207.4
12/11/2020,T
13/11/2020,0
14/11/2020,T
15/11/2020,0
16/11/2020,0.5
17/11/2020,15.8
18/11/2020,0.2
19/11/2020,5.9
20/11/2020,1.2
21/11/2020,0
22/11/2020,6.5
23/11/2020,0.2
24/11/2020,4
25/11/2020,0
26/11/2020,1.2
27/11/2020,31.1
28/11/2020,9.2
29/11/2020,10.8
30/11/2020,10.7
01/12/2020, 33.1
02/12/2020, 10.8
03/12/2020, 8.2
04/12/2020, 0.6
05/12/2020, 1.6
06/12/2020, 21.8
07/12/2020, 0.9
08/12/2020, 0.0
09/12/2020, 10.5
10/12/2020, 0.0
11/12/2020, 0.0
12/12/2020, 0.0
13/12/2020, 0.0
14/12/2020, 1.3
15/12/2020, 0.2
16/12/2020, 8.0
17/12/2020, 32.0
18/12/2020, 40.2
19/12/2020, 47.2
20/12/2020, 3.6
21/12/2020, 4.0
22/12/2020, 0.2
23/12/2020, 0.0
24/12/2020, 0.0
25/12/2020, T
26/12/2020, 48.4
27/12/2020, 9.4
28/12/2020, 0.0
29/12/2020, 0.0
30/12/2020, 11.0
31/12/2020,81.8
